id,count
04af2300-fb71-4267-a4fd-17a6c2e74d92,13
f47e77b5-d7b6-446e-8d99-b782e6d0a1ad,4
1c2e8d1a-67be-4775-809a-ad873cee2ed7,29
e6a7ebc3-537a-482d-a9eb-6909e411adec,7
594d1664-62a9-4cd1-b850-d15e1b0d605e,3
ccfe7887-bc7d-4b28-94c0-72d5ef4be11f,10
84a7fb36-76f2-43e0-adce-b8d408594c4c,3
309a2383-6048-4a71-8bb2-2ca7cdd11f33,721
587ade09-3e0d-4b6d-8fcc-28daf6e52bb6,7
6a24db50-0e77-4907-af24-5ca601c29cbe,22
683ca307-4edd-409f-8829-73137b9dd49a,9
fa08104b-e67f-491e-a4a7-90d5d647c7c1,3
3c2294a2-52ce-4753-90af-dba57080dde7,3
093e30a8-f7d4-4b39-ba98-59d78554a87a,43
21281183-de1a-4779-bc0a-228b1622138a,7
52ed2ff5-e315-4ec6-8115-cf0f706ca965,7
a5b5fb70-cea1-4d38-aeb5-ee94812b2d19,61
38a85216-e40d-4fa5-9059-0b3353c8f644,9
b75c021f-e32f-4213-a2e3-d9bd10581d2b,7
459e2d3c-c2e2-4ef6-9e91-ce9e2258c321,7
61a940e1-2d29-4032-a95e-905eab084414,7
